P1,-87.67628,41.869286,1301834173
P2,-87.676573,41.869284,1301834176
P3,-87.676818,41.869286,1301834178
P4,-87.677096,41.869286,1301834180
P5,-87.677385,41.869283,1301834182
P6,-87.677664,41.869277,1301834184
P7,-87.677944,41.869272,1301834186
P8,-87.678222,41.869268,1301834188
P9,-87.6785,41.86926,1301834190
P10,-87.678777,41.869254,1301834192
P11,-87.679054,41.869245,1301834194
P12,-87.679322,41.86924,1301834196
P13,-87.679575,41.86924,1301834198
P14,-87.679927,41.869244,1301834201
P15,-87.680227,41.869231,1301834204
P16,-87.680475,41.869216,1301834208
P17,-87.680762,41.869168,1301834230
P18,-87.681029,41.869154,1301834233
P19,-87.681393,41.869133,1301834236
P20,-87.681672,41.869118,1301834238
P21,-87.681954,41.869106,1301834240
P22,-87.682239,41.8691,1301834242
P23,-87.682513,41.869096,1301834244
P24,-87.682771,41.869092,1301834246
P25,-87.683015,41.869085,1301834248
P26,-87.68332,41.869088,1301834251
P27,-87.683587,41.869091,1301834257
P28,-87.683884,41.869067,1301834262
P29,-87.684155,41.869043,1301834265
P30,-87.684429,41.869038,1301834268
P31,-87.684682,41.869048,1301834272
P32,-87.685001,41.869049,1301834280
P33,-87.685295,41.869035,1301834283
P34,-87.685564,41.869028,1301834286
P35,-87.685812,41.869032,1301834290
P36,-87.685979,41.869209,1301834299
P37,-87.685999,41.869426,1301834303
P38,-87.686013,41.86966,1301834306
P39,-87.686036,41.869926,1301834309
P40,-87.686049,41.870117,1301834311
P41,-87.686063,41.870317,1301834313
P42,-87.686077,41.870519,1301834315
P43,-87.6861,41.870718,1301834317
P44,-87.686117,41.870927,1301834319
P45,-87.68613,41.871144,1301834321
P46,-87.686142,41.871365,1301834323
P47,-87.686157,41.871584,1301834325
P48,-87.686168,41.871797,1301834327
P49,-87.686179,41.872008,1301834329
P50,-87.686195,41.872209,1301834331
P51,-87.686207,41.872403,1301834333
P52,-87.686211,41.872598,1301834335
P53,-87.686214,41.872794,1301834337
P54,-87.686216,41.872988,1301834339
P55,-87.686216,41.873175,1301834341
P56,-87.686222,41.873357,1301834343
P57,-87.686229,41.873616,1301834346
P58,-87.686229,41.873818,1301834349
P59,-87.68599,41.87394,1301834354
P60,-87.685736,41.873948,1301834357
P61,-87.68544,41.873964,1301834360
P62,-87.685117,41.873974,1301834363
P63,-87.684762,41.873987,1301834366
P64,-87.684507,41.873991,1301834368
P65,-87.68423,41.874,1301834370
P66,-87.683944,41.874002,1301834372
P67,-87.683656,41.874,1301834374
P68,-87.683381,41.874003,1301834376
P69,-87.683101,41.874003,1301834378
P70,-87.682813,41.873994,1301834380
P71,-87.682539,41.87399,1301834382
P72,-87.682278,41.873984,1301834384
P73,-87.682029,41.87398,1301834386
P74,-87.681717,41.873983,1301834389
P75,-87.681448,41.873991,1301834394
P76,-87.681163,41.87399,1301834398
P77,-87.680859,41.873987,1301834401
P78,-87.680583,41.874003,1301834404
P79,-87.680247,41.874019,1301834408
P80,-87.679921,41.874047,1301834411
P81,-87.679667,41.874052,1301834413
P82,-87.679381,41.874061,1301834415
P83,-87.679079,41.874067,1301834417
P84,-87.678762,41.874071,1301834419
P85,-87.678449,41.874075,1301834421
P86,-87.678148,41.874073,1301834423
P87,-87.677856,41.87407,1301834425
P88,-87.677567,41.874075,1301834427
P89,-87.677276,41.874092,1301834429
P90,-87.677011,41.874099,1301834431
P91,-87.676756,41.874072,1301834434
P92,-87.676586,41.87388,1301834438
P93,-87.676516,41.873666,1301834441
P94,-87.676469,41.873459,1301834444
P95,-87.676449,41.873277,1301834447
P96,-87.676422,41.873079,1301834451
P97,-87.676389,41.872881,1301834478
P98,-87.676371,41.872639,1301834482
P99,-87.676359,41.872382,1301834485
P100,-87.67634,41.872188,1301834487
P101,-87.676315,41.872001,1301834489
P102,-87.676286,41.871748,1301834492
P103,-87.676258,41.871548,1301834496
P104,-87.676057,41.871447,1301834501
P105,-87.67578,41.871398,1301834506
P106,-87.675515,41.871396,1301834510
P107,-87.675269,41.871405,1301834520
P108,-87.674993,41.871414,1301834525
P109,-87.674674,41.871427,1301834529
P110,-87.67443,41.871451,1301834532
P111,-87.674156,41.871497,1301834536
P112,-87.673926,41.871566,1301834540
P113,-87.673673,41.871605,1301834543
P114,-87.673357,41.871623,1301834546
P115,-87.673107,41.871645,1301834548
P116,-87.672857,41.871659,1301834550
P117,-87.672597,41.871663,1301834552
P118,-87.672338,41.871653,1301834554
P119,-87.672037,41.871613,1301834557
P120,-87.671786,41.871628,1301834562
P121,-87.671547,41.871597,1301834586
P122,-87.671268,41.871612,1301834594
P123,-87.670991,41.871622,1301834597
P124,-87.67065,41.871632,1301834600
P125,-87.670398,41.871632,1301834602
P126,-87.670116,41.87163,1301834604
P127,-87.669825,41.871628,1301834606
P128,-87.669545,41.871619,1301834608
P129,-87.669251,41.871601,1301834611
P130,-87.668996,41.871551,1301834619
P131,-87.668972,41.871355,1301834623
P132,-87.668936,41.871137,1301834626
P133,-87.668902,41.870873,1301834629
P134,-87.668884,41.870683,1301834631
P135,-87.668884,41.870492,1301834633
P136,-87.668885,41.870266,1301834636
P137,-87.668893,41.870052,1301834644
P138,-87.668865,41.869863,1301834648
P139,-87.668848,41.869656,1301834653
P140,-87.668835,41.869454,1301834657
P141,-87.668811,41.869274,1301834670
P142,-87.668576,41.869225,1301834674
P143,-87.668291,41.869243,1301834677
P144,-87.667955,41.869248,1301834680
P145,-87.667609,41.869242,1301834683
P146,-87.667285,41.869249,1301834686
P147,-87.666994,41.869252,1301834689
P148,-87.66671,41.869246,1301834692
P149,-87.666411,41.869245,1301834695
P150,-87.666125,41.869251,1301834698
P151,-87.665819,41.869273,1301834701
P152,-87.665459,41.869282,1301834704
P153,-87.665199,41.869291,1301834706
P154,-87.664941,41.869297,1301834708
P155,-87.664697,41.869301,1301834710
P156,-87.664387,41.869309,1301834713
P157,-87.664136,41.869312,1301834718
P158,-87.663879,41.869318,1301834723
P159,-87.663601,41.869339,1301834727
P160,-87.663355,41.869348,1301834730
P161,-87.66309,41.869325,1301834734
P162,-87.662815,41.869351,1301834737
P163,-87.662513,41.869383,1301834740
P164,-87.662262,41.869391,1301834745
P165,-87.661923,41.869409,1301834750
P166,-87.661633,41.869459,1301834754
P167,-87.661327,41.86947,1301834757
P168,-87.661067,41.869468,1301834759
P169,-87.660793,41.869472,1301834761
P170,-87.6605,41.869486,1301834763
P171,-87.660195,41.869488,1301834765
P172,-87.659891,41.869476,1301834767
P173,-87.659602,41.869463,1301834769
P174,-87.659331,41.869445,1301834771
P175,-87.659053,41.869439,1301834773
P176,-87.658778,41.869448,1301834775
P177,-87.658487,41.869474,1301834777
P178,-87.658213,41.869499,1301834779
P179,-87.657959,41.869519,1301834781
P180,-87.657633,41.869554,1301834784
P181,-87.657361,41.869577,1301834787
P182,-87.657106,41.869561,1301834790
P183,-87.656862,41.869488,1301834795
P184,-87.65662,41.869466,1301834818
P185,-87.656549,41.86965,1301834825
P186,-87.656598,41.86983,1301834829
P187,-87.656653,41.870038,1301834832
P188,-87.656676,41.870239,1301834834
P189,-87.656686,41.870456,1301834836
P190,-87.65669,41.870669,1301834838
P191,-87.656697,41.870883,1301834840
P192,-87.656698,41.871085,1301834842
P193,-87.656695,41.87128,1301834844
P194,-87.656712,41.871465,1301834846
P195,-87.656704,41.871715,1301834849
P196,-87.656703,41.871957,1301834852
P197,-87.656712,41.872146,1301834856
P198,-87.65673,41.872366,1301834864
P199,-87.65674,41.872609,1301834867
P200,-87.656741,41.872794,1301834869
P201,-87.656733,41.87299,1301834871
P202,-87.656738,41.873191,1301834873
P203,-87.656745,41.873398,1301834875
P204,-87.65675,41.87359,1301834877
P205,-87.656757,41.873825,1301834880
P206,-87.65676,41.874021,1301834884
